word;averageAoA;SD;Min;Max;ItemZScore;OralFreq_Log; WrittenFreq_Subtlex-ESP_Log; WrittenFreq_LEXESP_Log;WrittenFreq_espal_Log;espal_max_lem_cat;max_lem_code;espal_es_num_syll
alumnos;5.28;1.874;2;10;-0.480;2.223;2.841;2.220;1.678;NOUN;NCMP000;3
alzheimer;10.00;1.294;6;11;0.971;0.301;2.220;1.491;0.608;NOUN;NP00000;3
amabilidad;7.68;1.911;3;11;0.422;0.954;2.476;1.491;0.777;NOUN;NCFS000;5
amable;5.88;1.837;1;9;-0.439;2.045;3.543;2.107;1.181;ADJECTIVE;AQ0CS0;3
amada;7.67;1.797;2;11;0.413;0.477;2.559;1.748;1.069;NOUN;NCFS000;3
amado;6.12;2.529;1;11;-0.567;0.954;2.821;1.881;1.237;ADJECTIVE;AQ0MSP;3
amanecer;6.52;2.033;4;11;-0.077;1.322;2.860;2.000;1.131;NOUN;NCMS000;4
amante;8.96;1.895;5;11;0.538;1.748;3.132;2.274;1.465;NOUN;NCCS000;3
amapola;6.32;2.035;2;11;-0.533;0.699;1.176;0.301;0.327;NOUN;NCFS000;4
amar;6.34;2.623;2;11;-0.111;1.301;2.905;2.009;1.186;VERB;VMN0000;2
amargo;4.34;1.768;1;9;-0.773;1.079;2.204;1.708;0.933;ADJECTIVE;AQ0MS0;3
amargura;9.22;1.941;4;11;0.730;1.079;1.869;1.875;0.911;NOUN;NCFS000;4
amarilla;3.28;1.457;1;7;-1.330;1.623;2.566;1.857;1.154;ADJECTIVE;AQ0FS0;4
amarillo;2.50;0.886;1;4;-1.782;1.785;2.846;2.149;1.383;NOUN;NCMS000;4
amatista;10.31;1.323;6;11;1.075;0.477;;0.954;0.142;ADJECTIVE;AQ0CS0;4
ambición;9.62;1.701;3;11;0.755;1.431;2.394;1.833;1.253;NOUN;NCFS000;3
ambiente;8.98;1.932;4;11;0.909;2.548;3.020;2.566;2.143;NOUN;NCMS000;3
ambos;7.54;1.908;4;11;0.599;2.210;3.712;2.894;2.284;DETERMINER;DN0MP0;2
ambulancia;4.48;2.053;1;11;-0.653;1.114;3.117;1.580;0.611;NOUN;NCFS000;4
amenaza;7.54;1.887;3;11;-0.005;1.820;3.277;2.430;1.753;NOUN;NCFS000;4
amenazar;8.02;2.104;3;11;0.164;1.114;2.009;1.230;0.673;VERB;VMN0000;4
ameno;9.82;1.466;5;11;0.955;1.041;1.000;1.041;0.356;ADJECTIVE;AQ0MS0;3
américa;8.30;2.131;2;11;0.675;2.690;3.201;2.286;2.131;NOUN;NP00000;4
americana;8.52;2.112;4;11;0.350;1.949;2.768;2.117;1.428;ADJECTIVE;AQ0FS0;5
americano;8.04;1.948;3;11;0.576;2.143;3.098;2.201;1.507;ADJECTIVE;AQ0MS0;5
americanos;7.54;1.740;4;11;0.702;2.220;2.971;2.225;1.338;NOUN;NCMP000;5
amiga;3.90;1.515;1;8;-1.009;2.292;3.845;2.467;1.451;NOUN;NCFS000;3
amigable;7.72;1.990;3;11;0.053;0.602;2.412;0.301;0.391;ADJECTIVE;AQ0CS0;4
amigas;3.94;1.376;2;8;-0.908;2.161;3.307;2.199;1.048;NOUN;NCFP000;3
amigo;3.54;1.631;1;11;-1.386;2.723;4.469;2.948;2.143;NOUN;NCMS000;3
amigos;3.68;1.236;1;7;-1.088;2.981;4.239;2.899;2.078;NOUN;NCMP000;3
amistad;6.12;2.520;1;11;-0.417;2.170;3.141;2.344;1.619;NOUN;NCFS000;3
amo;6.70;2.720;1;11;-0.070;1.748;3.992;2.093;1.599;VERB;VMIP1S0;2
amor;5.12;2.819;1;11;-0.945;2.776;4.215;3.176;2.321;NOUN;NCMS000;2
amoroso;6.12;2.282;1;11;-0.379;1.041;2.288;1.724;0.824;ADJECTIVE;AQ0MS0;4
amplio;8.18;1.859;5;11;0.464;1.914;2.344;2.299;1.741;ADJECTIVE;AQ0MS0;2
amplitud;9.30;1.644;5;11;0.878;1.255;1.431;1.708;1.081;NOUN;NCFS000;3
ampolla;8.46;2.187;3;11;0.300;;2.017;0.301;0.221;NOUN;NCFS000;3
ana;3.76;1.559;1;7;-1.492;2.537;2.863;1.987;1.773;NOUN;NP00000;2
anaconda;8.44;1.908;3;11;0.330;0.903;1.398;;0.320;NOUN;NP00000;4
análisis;8.55;1.850;2;11;1.214;2.064;3.247;2.692;2.012;NOUN;NCMN000;4
analizar;8.42;2.139;3;11;0.406;1.806;2.545;2.107;1.442;VERB;VMN0000;4
analogía;10.76;0.822;7;11;1.217;0.477;1.826;1.431;0.884;NOUN;NCFS000;5
anarquía;10.76;0.591;8;11;1.320;1.176;2.072;1.255;0.743;NOUN;NCFS000;4
anatomía;9.46;1.555;6;11;0.942;0.845;2.083;1.785;0.920;NOUN;NCFS000;5
ancha;5.56;2.072;1;10;-0.324;1.380;2.041;1.903;1.123;ADJECTIVE;AQ0FS0;2
ancho;5.79;1.597;1;10;-0.309;1.415;2.350;1.934;1.486;ADJECTIVE;AQ0MS0;2
anciano;6.40;2.060;1;10;-0.173;1.114;2.769;2.072;1.364;NOUN;NCMS000;3
ancianos;6.38;1.905;3;10;-0.072;1.519;2.672;2.021;1.186;NOUN;NCMP000;3
ancla;6.08;2.221;2;11;-0.070;0.477;1.940;1.301;0.519;NOUN;NCFS000;2
anda;4.48;1.898;1;10;-0.655;2.654;3.697;2.412;1.266;VERB;VMIP3S0;2
andalucía;7.53;2.001;2;11;0.700;2.152;0.477;2.193;1.702;NOUN;NP00000;5
andar;3.86;1.773;1;8;-1.376;1.996;3.116;2.384;1.426;VERB;VMN0000;2
ángel;4.56;2.130;1;11;-1.082;2.599;3.113;2.000;1.780;NOUN;NP00000;2
anginas;9.30;2.131;3;11;0.954;1.041;1.000;0.699;0.047;NOUN;NCFP000;3
angora;10.50;1.182;6;11;1.145;;1.301;0.778;0.106;NOUN;NP00000;3
anguila;8.68;2.263;3;11;0.643;0.301;1.806;0.954;0.324;NOUN;NCFS000;3
angustia;8.92;2.165;2;11;0.547;1.863;2.348;2.364;1.276;NOUN;NCFS000;3
angustiado;7.94;2.142;3;11;0.153;0.602;1.806;1.398;0.394;ADJECTIVE;AQ0MSP;4
anhelo;9.70;1.717;3;11;0.810;0.602;1.987;1.623;0.899;NOUN;NCMS000;3
anillo;4.02;1.857;1;9;-0.849;1.146;3.396;1.924;1.393;NOUN;NCMS000;3
anillos;5.08;1.998;1;9;-0.556;0.954;2.677;1.708;1.161;NOUN;NCMP000;3
animado;5.76;2.471;1;11;-0.504;1.279;2.117;1.716;1.007;ADJECTIVE;AQ0MSP;4
animados;4.40;1.884;2;9;-1.229;1.301;2.064;1.447;1.001;ADJECTIVE;AQ0MPP;4
animal;3.24;1.393;1;9;-1.440;2.037;3.271;2.613;1.834;NOUN;NCMS000;3
animales;3.26;1.688;1;11;-1.324;2.283;3.393;2.787;2.076;NOUN;NCMP000;4
animar;6.60;1.884;3;10;-0.389;1.362;2.104;1.342;0.872;VERB;VMN0000;3
ánimo;7.00;2.040;3;11;0.087;2.004;2.777;2.474;1.505;NOUN;NCMS000;3
ano;8.50;1.972;3;11;0.414;1.079;2.303;1.785;0.887;NOUN;NCMS000;2
anoche;4.94;1.621;2;9;-0.444;2.083;3.886;1.987;1.420;ADVERB;RG;3
anochecer;6.14;2.020;2;11;-0.163;0.602;2.324;1.431;0.789;NOUN;NCMS000;4
anónima;8.80;1.874;4;11;0.833;1.279;2.322;1.477;0.912;ADJECTIVE;AQ0FS0;4
anorak;8.30;2.659;2;11;0.337;0.602;0.778;0.845;0.049;NOUN;NCMS000;3
anorexia;10.08;1.576;4;11;1.247;1.322;1.462;1.301;0.416;NOUN;NCFS000;4
anormal;8.11;1.184;3;11;0.601;1.176;2.459;1.415;0.706;ADJECTIVE;AQ0CS0;3
ansia;9.46;1.693;5;11;0.744;0.699;1.839;1.826;0.818;NOUN;NCFS000;2
ansiedad;9.20;2.770;1;11;0.607;1.415;2.572;2.286;1.083;NOUN;NCFS000;3
ansioso;8.84;1.983;4;11;0.519;0.477;2.681;1.477;0.649;ADJECTIVE;AQ0MS0;3
antártida;8.72;2.031;4;11;0.545;1.431;2.167;1.342;0.827;NOUN;NP00000;4
ante;7.50;2.558;3;11;-0.025;2.930;3.484;3.494;2.692;ADPOSITION;SPS00;2
antebrazo;8.56;2.120;3;11;0.450;0.477;1.519;1.415;0.391;NOUN;NCMS000;4
antecedente;10.00;1.195;7;11;0.945;0.602;1.544;1.279;0.813;NOUN;NCMS000;5
antena;6.42;1.928;3;11;-0.048;2.064;2.305;2.253;1.304;NOUN;NP00000;3
anterior;6.32;1.812;2;11;0.005;2.378;3.086;2.826;2.241;ADJECTIVE;AQ0CS0;3
anteriores;6.98;1.558;4;10;0.455;2.076;2.581;2.481;1.896;ADJECTIVE;AQ0CP0;4
antes;4.84;1.633;1;10;-0.727;3.438;4.585;3.213;2.790;ADPOSITION;SPS00;2
antibalas;8.96;2.020;4;11;0.751;;1.978;1.114;0.150;ADJECTIVE;AQ0CP0;4
anticiclón;9.72;1.654;5;11;0.828;0.778;0.477;0.845;0.514;NOUN;NCMS000;4
anticipar;9.00;1.829;4;11;0.977;1.000;1.771;1.079;0.587;VERB;VMN0000;4
antídoto;8.94;2.334;1;11;0.550;1.079;2.436;1.342;0.437;NOUN;NCMS000;4
antifaz;6.10;2.159;2;11;-0.117;0.602;0.903;0.903;0.345;NOUN;NCMS000;3
antigua;6.78;2.003;1;11;0.018;2.114;3.078;2.408;2.026;ADJECTIVE;AQ0FS0;3
antigüedad;7.66;1.996;3;11;0.114;1.230;2.352;1.929;1.405;NOUN;NCFS000;4
antiguo;7.18;1.837;5;11;0.080;2.068;3.110;2.579;2.073;ADJECTIVE;AQ0MS0;3
antipatía;8.40;2.080;3;11;0.395;0.477;1.255;1.230;0.459;NOUN;NCFS000;5
antipático;6.90;2.063;3;11;0.142;0.301;1.342;1.176;0.298;ADJECTIVE;AQ0MS0;5
antisocial;10.15;0.751;6;11;1.396;;1.699;0.903;0.311;ADJECTIVE;AQ0CS0;4
antojo;8.32;2.351;2;11;0.470;0.903;1.934;1.431;0.680;NOUN;NCMS000;3
antonio;4.02;2.075;1;10;-1.425;2.822;2.955;2.320;2.234;NOUN;NP00000;3
antorcha;8.08;1.805;4;11;0.501;0.699;2.179;1.342;0.683;NOUN;NCFS000;3
anual;7.98;2.075;4;11;0.452;1.462;2.584;2.025;1.707;ADJECTIVE;AQ0CS0;2
anudar;7.16;2.979;1;11;-0.009;;0.954;0.602;0.117;VERB;VMN0000;3
anuncio;5.50;1.644;2;10;-0.615;1.968;2.926;2.143;1.420;NOUN;NCMS000;3
anuncios;6.18;2.238;2;11;-0.140;1.806;2.513;2.167;1.067;NOUN;NCMP000;3
añejo;9.96;1.665;4;11;1.162;0.602;1.230;0.778;0.282;NOUN;NCMS000;3
añil;8.72;2.356;2;11;0.460;;;1.146;0.301;NOUN;NCMS000;2
año;3.50;2.003;1;9;-1.384;3.382;4.128;3.285;2.861;NOUN;NCMS000;2
añoranza;9.56;1.786;4;11;1.182;1.000;1.230;1.255;0.293;NOUN;NCFS000;4
años;2.86;1.841;1;11;-1.501;3.685;4.611;3.818;3.045;NOUN;NCMP000;2
aorta;10.24;1.238;7;11;1.318;;1.732;1.000;0.257;NOUN;NCFS000;3
apache;8.74;2.098;4;11;0.673;;1.851;0.602;0.548;NOUN;NP00000;3
apagar;3.78;1.645;1;7;-1.473;1.230;2.782;1.602;0.748;VERB;VMN0000;3
aparador;9.78;2.023;3;11;0.879;0.477;1.690;1.255;0.256;NOUN;NCMS000;4
aparato;6.78;1.877;2;11;-0.093;2.041;2.775;2.481;1.480;NOUN;NCMS000;4
aparcar;5.64;2.145;2;10;-0.231;1.602;1.623;1.114;0.252;VERB;VMN0000;3
apareamiento;9.62;1.713;4;11;1.057;0.301;1.869;1.204;0.392;NOUN;NCMS000;6
aparece;5.78;2.063;1;11;-0.199;2.328;3.142;2.632;2.051;VERB;VMIP3S0;4
aparición;7.98;2.386;2;11;0.152;1.602;2.318;2.470;1.736;NOUN;NCFS000;4
apariencia;9.28;1.928;2;11;0.697;1.462;2.771;2.356;1.485;NOUN;NCFS000;4
apartamento;6.16;1.983;2;10;-0.551;1.342;3.488;1.914;0.966;NOUN;NCMS000;5
aparte;7.38;1.627;3;11;0.280;2.706;3.086;2.127;1.709;ADPOSITION;SPS00;3
apatía;10.54;0.838;7;11;1.487;0.778;1.556;1.255;0.478;NOUN;NCFS000;4
apellido;3.74;1.747;1;9;-0.981;1.806;2.992;2.093;1.277;NOUN;NCMS000;4
apenas;7.78;1.723;4;11;0.800;2.140;3.560;3.059;2.070;ADVERB;RG;3
apertura;8.66;1.803;4;11;0.405;1.934;2.373;2.017;1.733;NOUN;NCFS000;4
apetece;6.34;2.006;2;11;0.184;2.033;2.501;1.778;0.397;VERB;VMIP3S0;4
apetencia;10.16;1.476;6;11;1.061;0.477;;1.000;0.112;NOUN;NCFS000;4
apetito;5.96;2.474;1;11;-0.483;1.079;2.611;1.949;1.036;NOUN;NCMS000;4
apio;8.74;2.202;4;11;0.595;0.301;1.771;0.477;0.321;NOUN;NCMS000;2
aplastado;6.30;2.550;2;11;-0.494;0.301;2.029;1.362;0.536;VERB;VMP00SM;4
aplauso;3.94;1.531;1;10;-1.485;1.982;2.694;1.544;0.791;NOUN;NCMS000;3
aplicación;9.20;1.485;5;11;0.594;1.591;2.049;2.260;2.107;NOUN;NCFS000;4
aplicado;8.48;1.810;4;11;0.344;1.146;1.556;1.716;1.223;ADJECTIVE;AQ0MSP;4
aplique;9.60;1.863;4;11;0.866;1.041;1.431;1.000;0.933;VERB;VMSP3S0;3
apodo;8.46;1.961;5;11;0.652;0.602;2.556;1.447;0.964;NOUN;NCMS000;3
apogeo;10.78;0.545;8;11;1.549;0.778;1.732;1.176;0.856;NOUN;NCMS000;4
aportación;9.90;1.446;5;11;0.917;1.544;1.176;1.886;1.244;NOUN;NCFS000;4
apóstol;8.28;2.167;4;11;0.252;1.279;1.477;1.342;1.011;NOUN;NCMS000;3
apostolado;10.46;1.129;6;11;1.179;0.477;0.477;0.699;0.350;NOUN;NCMS000;5
apoteosis;10.22;1.183;6;11;1.035;;1.079;1.342;0.368;NOUN;NCFN000;5
apoyo;7.52;2.341;3;11;0.104;2.378;3.327;2.588;2.330;NOUN;NCMS000;3
apreciación;9.48;1.865;5;11;0.695;0.845;1.681;1.431;0.921;NOUN;NCFS000;4
aprecio;8.68;1.953;3;11;0.772;0.778;2.979;1.322;1.009;NOUN;NCMS000;3
aprender;4.54;1.555;2;10;-1.000;2.246;3.433;2.230;1.546;VERB;VMN0000;3
aprendido;5.82;1.257;2;11;-0.365;1.919;2.828;2.146;1.218;VERB;VMP00SM;4
aprendiz;7.78;1.909;4;11;0.303;0.602;2.201;1.477;0.818;NOUN;NCCS000;3
aprendizaje;8.12;2.047;4;11;0.639;1.362;2.152;2.130;1.393;NOUN;NCMS000;5
aprensión;10.34;1.437;4;11;1.127;0.301;0.602;1.041;0.395;NOUN;NCFS000;3
apretado;5.34;2.115;1;11;-0.755;0.778;2.246;1.279;0.570;ADJECTIVE;AQ0MSP;4
apretar;4.60;1.773;2;11;-0.727;1.114;2.480;1.613;0.585;VERB;VMN0000;3
aprobación;7.56;1.971;3;11;-0.012;1.176;2.617;1.845;1.756;NOUN;NCFS000;4
aprobado;5.32;1.504;3;10;-0.669;1.813;2.412;1.740;1.597;NOUN;NCMS000;4
aprobar;5.42;1.797;2;10;-0.619;1.431;2.314;1.672;1.412;VERB;VMN0000;3
aproximadamente;8.90;2.053;5;11;1.251;2.348;2.723;2.238;1.857;ADVERB;RG;7
aptitud;9.68;1.984;3;11;0.861;0.301;2.033;1.279;0.780;NOUN;NCFS000;3
apto;8.62;1.662;3;11;0.778;0.699;2.076;1.322;0.723;ADJECTIVE;AQ0MS0;2
apuntar;6.30;1.717;2;11;-0.174;1.519;2.318;1.556;0.781;VERB;VMN0000;3
apuntes;8.72;1.928;3;11;0.758;1.531;2.303;1.556;0.835;NOUN;NCMP000;3
apuros;8.06;2.004;3;11;0.127;1.000;2.312;1.342;0.737;NOUN;NCMP000;3
aquel;5.10;2.418;1;10;-0.422;2.667;3.323;3.420;2.387;DETERMINER;DD0MS0;2
aquella;5.02;2.065;1;11;-0.408;2.655;3.127;3.334;2.280;DETERMINER;DD0FS0;3
aquellas;5.76;2.361;1;11;-0.041;2.238;2.369;2.856;1.881;DETERMINER;DD0FP0;3
aquello;5.16;2.436;1;11;-0.505;2.721;2.927;2.859;1.755;PRONOUN;PD0NS000;3
aquellos;5.58;2.071;1;11;-0.144;2.534;3.183;3.064;2.222;DETERMINER;DD0MP0;3
aquí;2.82;1.769;1;8;-1.527;3.858;5.207;3.414;2.588;ADVERB;RG;2
aquiles;9.66;1.611;5;11;0.825;1.000;2.179;1.255;0.871;NOUN;NP00000;3
árabe;8.72;1.885;4;11;0.750;1.857;2.477;1.964;1.606;ADJECTIVE;AQ0CS0;3
araña;3.32;1.421;1;8;-1.084;1.204;2.801;1.602;1.118;NOUN;NCFS000;3
arañazo;4.36;1.804;2;9;-1.163;0.699;1.342;0.602;0.076;NOUN;NCMS000;4
árbitro;7.56;1.831;4;11;0.327;1.968;2.265;1.771;1.183;ADJECTIVE;AQ0MS0;3
árbol;2.62;1.227;1;6;-1.327;1.908;3.340;2.294;1.700;NOUN;NCMS000;2
árboles;3.68;1.269;1;8;-1.100;1.949;3.099;2.519;1.732;NOUN;NCMP000;3
arca;6.98;2.445;3;11;-0.253;1.041;2.358;1.380;0.750;NOUN;NCFS000;2
archivador;7.92;2.146;3;11;0.261;;1.204;0.699;0.069;NOUN;NCMS000;4
arco;6.34;2.228;2;11;-0.037;1.681;2.679;2.111;1.561;NOUN;NCMS000;2
arcón;9.34;1.975;3;11;0.756;0.301;1.342;1.000;0.201;NOUN;NCMS000;2
arder;6.12;1.996;2;11;-0.083;0.301;2.049;1.301;0.555;VERB;VMN0000;2
ardiente;8.58;2.357;3;11;0.623;1.114;2.645;1.833;1.105;ADJECTIVE;AQ0CS0;3
ardilla;3.92;1.688;1;11;-0.861;0.301;2.504;1.663;0.528;ADJECTIVE;AQ0CS0;3
ardor;7.44;2.712;2;11;0.307;0.903;1.672;1.519;0.813;NOUN;NCMS000;2
área;9.04;1.616;5;11;0.796;2.241;3.374;2.292;2.061;NOUN;NCFS000;3
arena;3.46;1.403;1;7;-1.508;1.934;2.983;2.340;1.556;NOUN;NCFS000;3
argentina;8.12;1.976;4;11;0.860;2.130;2.694;2.241;2.270;NOUN;NP00000;4
argumento;9.40;1.818;4;11;1.085;1.863;2.547;2.290;1.672;NOUN;NCMS000;4
aristocracia;10.54;0.788;8;11;1.206;1.079;1.568;1.643;0.920;NOUN;NCFS000;5
aristóteles;10.74;0.694;5;11;1.555;1.079;1.763;1.845;1.014;NOUN;NP00000;5
arma;6.44;1.939;2;11;0.062;1.591;3.943;2.292;1.617;NOUN;NCFS000;2
armadura;5.98;2.005;2;11;-0.408;0.602;2.413;1.279;1.080;NOUN;NCFS000;4
armario;3.84;1.742;1;9;-0.973;1.799;3.057;2.083;0.801;NOUN;NCMS000;3
armas;6.44;2.052;2;10;-0.363;2.130;3.773;2.636;2.141;NOUN;NCFP000;2
armonía;9.00;1.927;3;11;0.494;1.398;2.362;2.061;1.309;NOUN;NCFS000;4
armónica;7.84;2.093;3;11;0.104;;1.799;1.230;0.729;ADJECTIVE;AQ0FS0;4
aro;4.86;1.938;1;9;-0.834;1.342;2.346;1.519;0.661;NOUN;NCMS000;2
aroma;7.32;2.025;4;11;0.081;1.204;2.452;2.057;0.865;NOUN;NCMS000;3
arousal;10.86;0.535;8;11;1.613;;;;;;;
arpa;8.00;2.204;4;11;0.214;;1.740;0.903;0.725;NOUN;NCFS000;2
arqueólogo;9.04;1.906;4;11;0.588;;1.892;1.079;0.657;NOUN;NCMS000;5
arquetipo;10.78;0.840;7;11;1.355;0.301;1.114;1.255;0.493;NOUN;NCMS000;4
arquitecto;8.80;2.204;1;11;0.614;1.505;2.484;1.708;1.472;NOUN;NCMS000;4
arrabal;10.42;1.295;6;11;1.025;;;1.301;0.531;NOUN;NCMS000;3
arreglar;5.92;1.676;2;11;-0.233;1.826;3.368;1.863;0.933;VERB;VMN0000;3
arreglo;6.88;2.191;2;11;-0.065;1.771;2.921;1.857;1.293;NOUN;NCMS000;3
arrepentido;5.92;1.915;2;10;-0.680;1.230;2.167;1.447;0.576;ADJECTIVE;AQ0MSP;5
arrepentimiento;8.12;2.327;3;11;0.599;0.699;2.053;1.342;0.740;NOUN;NCMS000;6
arriba;3.56;1.373;1;8;-1.599;2.713;3.991;2.758;1.845;ADVERB;RG;3
arrogante;9.30;1.729;4;11;0.703;0.699;2.602;1.544;0.751;ADJECTIVE;AQ0CS0;4
arroyo;7.74;2.414;3;11;0.156;1.398;2.354;1.580;1.421;NOUN;NCMS000;3
arroz;3.68;1.596;1;7;-1.301;1.491;2.674;1.785;1.286;NOUN;NCMS000;2
arruga;6.82;2.145;1;11;-0.135;0.699;1.613;1.322;0.258;NOUN;NCFS000;3
arrugado;4.80;1.552;1;7;-0.861;0.602;1.681;1.301;0.354;ADJECTIVE;AQ0MSP;4
arrugas;6.96;1.702;3;11;-0.291;1.230;1.987;1.792;0.631;NOUN;NCFP000;3
arte;8.18;2.145;3;11;0.380;2.422;3.425;2.808;2.217;NOUN;NCCS000;2
arteria;9.84;1.419;6;11;0.974;0.602;2.377;1.519;0.713;NOUN;NCFS000;3
artesanal;8.10;1.741;4;11;0.425;0.477;1.362;1.114;0.766;ADJECTIVE;AQ0CS0;4
artesano;8.40;2.390;3;11;0.298;1.000;1.556;1.176;0.567;NOUN;NCMS000;4
ártico;8.38;2.098;1;11;0.378;;1.431;0.477;0.741;NOUN;NP00000;3
articulación;8.54;1.528;5;11;0.742;0.845;1.322;1.544;0.864;NOUN;NCFS000;5
articulaciones;9.38;1.398;6;11;0.719;0.699;1.908;1.255;0.547;NOUN;NCFP000;6
artículo;8.36;1.549;5;11;0.482;2.161;3.135;2.484;2.215;NOUN;NCMS000;4
artificial;7.86;1.726;3;11;0.503;1.531;2.438;2.223;1.289;ADJECTIVE;AQ0CS0;4
artillería;9.70;1.909;3;11;0.832;1.301;2.382;1.531;1.248;NOUN;NCFS000;5
artista;7.20;2.070;3;11;0.245;2.068;3.100;2.292;1.765;NOUN;NCCS000;3
artístico;8.54;2.052;4;11;0.654;1.380;2.260;1.982;1.380;ADJECTIVE;AQ0MS0;4
arzobispo;9.88;1.986;1;11;0.909;1.380;2.204;1.653;1.374;NOUN;NCMS000;4
as;8.32;2.394;1;11;0.673;1.653;2.863;1.748;2.709;NOUN;NCMS000;1
asa;7.08;2.156;2;11;0.099;0.477;1.771;0.954;0.536;NOUN;NCFS000;2
asado;6.62;2.029;2;11;0.144;0.954;2.480;1.544;0.677;NOUN;NCMS000;3
asaltar;8.22;2.192;1;11;0.263;0.699;2.117;1.204;0.459;VERB;VMN0000;3
asalto;8.38;1.947;4;11;0.355;1.362;2.924;1.968;1.297;NOUN;NCMS000;3
asamblea;9.50;1.657;6;11;0.723;1.863;2.210;1.978;1.981;NOUN;NP00000;4
ascendencia;10.10;1.329;5;11;1.032;0.602;1.531;1.204;0.825;NOUN;NCFS000;4
ascenso;8.88;1.686;6;11;0.502;1.301;2.726;1.881;1.448;NOUN;NCMS000;3
ascensor;5.66;2.105;2;11;-0.552;1.398;2.923;2.064;0.777;NOUN;NCMS000;3
asco;5.30;2.043;2;10;-0.555;1.544;3.073;1.964;0.676;NOUN;NCMS000;2
asediado;10.80;0.670;8;11;1.290;0.301;1.146;1.041;0.257;ADJECTIVE;AQ0MSP;4
aseo;5.60;2.523;1;11;-0.765;0.778;1.699;1.380;0.521;NOUN;NCMS000;3
asesinar;7.44;2.022;4;11;0.139;1.041;2.724;1.431;0.986;VERB;VMN0000;4
asesinato;7.84;1.833;4;11;0.188;1.903;3.532;2.228;1.701;NOUN;NCMS000;5
asesino;7.68;2.114;3;11;0.428;1.580;3.641;2.072;1.303;NOUN;NCMS000;4
asfixiarse;6.96;2.194;2;11;-0.261;0.301;;0.477;0.040;VERB;VMN0000;4
así;4.80;2.304;1;10;-0.645;3.694;5.010;3.631;2.865;ADVERB;RG;2
asiento;5.18;1.881;1;9;-0.953;1.362;3.400;2.369;1.320;NOUN;NCMS000;3
asignatura;6.32;1.755;2;10;-0.098;1.934;1.362;1.591;0.885;NOUN;NCFS000;5
asignaturas;6.10;1.488;3;10;0.016;2.155;1.079;1.079;0.761;NOUN;NCFP000;5
asistencia;8.38;2.303;3;11;0.361;1.973;2.701;2.061;1.670;NOUN;NCFS000;4
asistente;8.82;1.945;3;11;0.480;0.602;3.221;1.398;1.091;ADJECTIVE;AQ0CS0;4
asno;5.16;2.307;2;11;-0.415;0.301;2.029;1.362;0.703;NOUN;NCMS000;2
asociación;8.92;2.088;3;11;0.644;2.267;2.697;2.173;2.050;NOUN;NP00000;4
asombrado;6.90;1.972;3;11;-0.272;0.699;1.863;1.519;0.720;ADJECTIVE;AQ0MSP;4
asombrar;7.30;2.121;3;11;-0.046;;1.041;0.699;0.196;VERB;VMN0000;3
asombro;7.14;2.050;1;11;0.012;0.477;1.924;2.167;1.237;NOUN;NCMS000;3
asonante;9.71;1.161;5;11;1.216;;;;0.110;ADJECTIVE;AQ0CS0;4
aspas;8.36;2.472;2;11;0.364;;0.602;0.903;0.299;NOUN;NCFP000;2
aspecto;7.96;2.441;3;11;0.282;2.417;3.086;2.724;2.029;NOUN;NCMS000;3
aspectos;8.08;1.759;4;11;0.917;2.220;2.371;2.490;2.026;NOUN;NCMP000;3
áspero;7.70;2.306;3;11;0.434;0.477;1.732;1.568;0.643;ADJECTIVE;AQ0MS0;3
asqueado;8.24;2.124;3;11;0.279;0.301;1.398;0.699;0.136;ADJECTIVE;AQ0MSP;4
asquerosa;6.34;1.858;3;11;-0.078;0.903;2.489;1.204;0.337;ADJECTIVE;AQ0FS0;4
asqueroso;5.78;1.718;3;10;-0.292;1.079;3.043;1.301;0.323;ADJECTIVE;AQ0MS0;4
asta;8.64;2.183;2;11;0.411;0.301;1.568;1.000;0.627;NOUN;NCFS000;2
astilla;7.58;2.295;3;11;0.487;0.903;2.164;0.699;0.339;NOUN;NCFS000;3
astro;8.44;1.853;3;11;0.410;0.301;1.756;1.477;0.768;NOUN;NCMS000;2
astronauta;5.52;1.961;2;10;-0.870;0.699;2.418;1.398;0.547;ADJECTIVE;AQ0CS0;4
astronomía;9.78;1.345;6;11;0.989;0.903;1.771;1.230;0.979;NOUN;NCFS000;5
astucia;9.42;1.553;6;11;1.166;0.301;1.908;1.653;0.875;NOUN;NCFS000;3
asturias;8.12;1.637;5;11;0.628;2.064;1.462;1.845;1.589;NOUN;NP00000;3
astuto;9.36;1.549;4;11;0.937;0.778;2.601;1.415;0.712;ADJECTIVE;AQ0MS0;3
asumir;9.24;1.685;5;11;0.662;1.732;2.727;2.076;1.491;VERB;VMN0000;3
asuntos;8.16;1.719;4;11;0.900;2.303;3.272;2.328;2.182;NOUN;NCMP000;3
asustado;3.72;1.591;1;8;-1.519;1.301;3.140;1.740;0.877;ADJECTIVE;AQ0MSP;4
asustar;5.04;2.050;1;11;-1.027;0.954;2.455;1.301;0.483;VERB;VMN0000;3
atajo;7.46;2.082;4;11;-0.029;0.477;2.356;1.114;0.366;NOUN;NCMS000;3
ataque;7.38;2.108;3;11;-0.007;2.393;3.614;2.504;1.956;NOUN;NCMS000;3
atar;4.44;1.775;1;9;-0.752;0.699;2.307;1.415;0.629;VERB;VMN0000;2
atardecer;6.64;1.935;2;10;-0.094;0.778;2.465;2.021;0.798;NOUN;NCMS000;4
