Word;Sens précis;N;AoA.Moy;AoA.Min;AoA.Max;AoA.ET;CertAge.Moy;CertAge.Min;CertAge.Max;CertAge.ET;FamConcept.Moy;FamConcept.Min;Max;FamConcept.ET
truc ;procédé;19;6.89;3;10;2.36;0.53;-3;3;1.98;2.79;1;3;0.52
truc ;quelque chose;19;4.95;3;8;1.73;0.26;-3;3;1.83;3.00;3;3;0.00
tsar ;souverain;15;9.47;7;12;1.75;0.13;-2;2;1.41;2.13;-2;3;1.36
tsarine ;souveraine;15;12.27;6;19;3.40;1.00;-1;3;1.32;2.27;-3;3;1.88
tu ;toi;26;2.85;1;6;1.17;1.19;-3;3;1.54;2.96;2;3;0.19
tue ;tuer;22;5.14;3;8;1.58;0.23;-3;3;1.76;2.45;-1;3;1.37
tuile ;biscuit;25;11.64;5;26;5.77;-0.12;-3;3;1.73;1.40;-3;3;2.08
tuile ;imprévu;14;11.71;5;16;3.53;0.07;-3;3;1.83;1.86;-2;3;1.55
tuile ;toiture;23;7.09;2;12;2.47;-0.39;-3;2;1.71;2.61;-3;3;1.28
Tyr ;ville;19;18.00;11;27;4.81;1.21;-3;3;2.21;0.21;-3;3;2.71
un ;1;20;2.80;1;5;1.17;1.40;-2;3;1.62;3.00;3;3;0.00
un ;article indéfini;22;3.27;1;7;1.68;0.73;-2;2;1.35;3.00;3;3;0.00
une ;1;24;3.58;1;6;1.53;0.25;-3;3;1.56;2.96;2;3;0.20
une ;article indéfini;18;3.67;1;7;1.60;0.78;-2;3;1.75;3.00;3;3;0.00
us ;usage;21;11.52;7;18;2.68;-0.29;-2;2;1.39;2.57;-2;3;1.14
use ;abîmer;20;6.45;4;8;1.28;0.35;-2;3;1.42;2.80;1;3;0.51
use ;consommer;20;8.25;4;12;1.89;0.30;-2;2;1.45;2.60;1;3;0.73
vain ;inutile;27;10.00;5;15;2.67;-0.11;-3;3;1.81;2.56;-1;3;0.92
vainqueur ;victorieux;19;6.53;5;9;1.04;0.63;-3;3;1.78;2.79;1;3;0.52
Vaud ;canton;20;12.50;6;23;5.06;-0.40;-3;3;1.85;1.95;-3;3;1.91
veau ;animal;17;5.94;3;8;1.66;0.47;-3;2;1.58;2.41;-2;3;1.46
vend ;vendre;22;5.59;3;8;1.40;0.64;-2;3;1.43;2.82;1;3;0.49
vendange ;récolte;21;8.86;3;15;2.82;-0.05;-2;2;1.36;2.29;-2;3;1.16
vent ;air;22;4.27;2;8;1.71;1.05;-2;3;1.36;2.95;2;3;0.21
ver ;animal;29;5.03;2;8;1.52;0.79;-1;3;1.30;2.66;-2;3;1.03
verglas;;19;7.79;5;12;1.96;0.47;-2;2;1.53;2.42;-1;3;0.99
verre ;contenant;23;3.52;1;6;1.28;1.09;-2;3;1.38;3.00;3;3;0.00
verre ;matière;21;4.71;3;9;1.58;0.67;-2;3;1.61;3.00;3;3;0.00
verre ;optique;25;6.12;3;9;1.77;0.48;-2;3;1.81;2.92;2;3;0.27
vers ;approximation, direction;24;5.96;2;10;2.21;0.63;-3;3;1.95;2.92;1;3;0.40
vers ;poésie;16;9.13;6;11;1.54;0.56;-2;3;1.73;2.56;-1;3;1.00
vice ;défaut;13;11.15;7;15;2.77;-0.15;-2;2;1.29;2.38;-2;3;1.33
vice ;suppléant;21;11.90;8;16;2.24;0.67;-2;3;1.52;2.57;-2;3;1.09
vie ;existence;22;5.41;2;9;2.04;0.36;-3;3;2.01;3.00;3;3;0.00
vie ;vitalité;22;6.73;2;12;2.63;-0.05;-3;3;1.89;2.59;-2;3;1.30
vieux ;âgé;21;4.29;2;8;1.64;0.95;-3;2;1.43;2.95;2;3;0.21
vin ;boisson;16;6.94;3;10;2.33;0.50;-2;3;1.77;2.75;1;3;0.56
vingt ;20;19;4.37;2;6;1.18;1.21;-1;3;1.40;2.95;2;3;0.22
vingtaine;;18;7.94;5;11;1.58;0.17;-3;3;1.74;2.83;1;3;0.50
vint ;venir;29;9.28;4;14;2.56;0.17;-3;3;1.66;2.28;-1;3;1.23
viol ;transgression;17;11.82;7;18;2.77;-0.18;-3;2;1.62;2.76;2;3;0.42
viole ;musique;20;14.55;5;21;4.57;0.50;-3;3;1.91;0.35;-3;3;2.43
violette ;couleur;21;4.57;2;7;1.47;1.10;-2;2;1.34;2.71;1;3;0.63
violette ;végétal;18;6.06;3;10;1.90;0.28;-3;3;1.94;2.78;1;3;0.53
vipère ;individu;19;10.16;4;15;3.13;0.37;-2;2;1.35;2.47;-3;3;1.39
vipère ;serpent;29;7.28;4;12;2.16;0.31;-3;2;1.64;2.31;-2;3;1.37
vis ;outil;19;7.74;4;11;2.49;0.37;-3;3;1.66;2.74;-1;3;0.91
vite ;vitesse;19;4.47;3;7;1.27;0.26;-3;3;1.65;2.95;2;3;0.22
vitesse;;23;5.70;2;10;1.92;-0.09;-3;2;1.74;2.91;2;3;0.28
voie ;passage;21;8.52;5;12;2.22;0.10;-3;2;1.54;2.57;-1;3;0.95
voile ;étoffe;24;7.79;5;14;2.63;0.54;-3;3;1.76;2.38;-3;3;1.41
voile ;film;14;11.29;6;15;2.22;-0.21;-2;2;1.42;2.00;-2;3;1.60
voile ;gauchissement;19;14.68;7;26;5.87;-0.68;-3;3;1.84;0.74;-3;3;2.34
voile ;sport;14;7.64;5;11;1.54;0.14;-3;3;1.85;2.36;-2;3;1.34
voit-s ;voir;26;4.15;1;8;2.14;0.27;-3;2;1.51;2.92;2;3;0.27
voix ;opinion;19;11.37;6;16;3.10;0.00;-2;2;1.45;2.68;1;3;0.57
voix ;parole;24;5.25;2;10;1.96;-0.21;-3;2;1.58;2.83;1;3;0.47
vos ;votre;23;5.48;3;8;1.58;0.09;-2;3;1.41;2.96;2;3;0.20
vrai;;17;3.76;1;6;1.31;0.88;-3;3;1.74;2.94;2;3;0.24
vu ;voir;17;4.24;1;8;1.93;0.47;-2;3;1.58;3.00;3;3;0.00
vue ;vision;22;6.05;3;9;2.06;0.27;-2;2;1.51;2.91;1;3;0.42
vulgaire ;grossier;16;9.19;5;14;2.30;-0.38;-3;2;1.62;2.75;1;3;0.66
vulgaire ;ordinaire;22;9.91;5;15;3.06;-0.23;-3;2;1.70;2.68;-1;3;0.87
yeux ;oeil;21;3.52;1;7;1.56;0.86;-3;3;1.67;2.86;2;3;0.35
yole ;embarcation;24;17.50;7;34;6.67;0.79;-3;3;2.29;-0.21;-3;3;2.72
zodiac ;embarcation;16;10.63;6;16;2.83;0.63;-3;3;1.65;2.19;-2;3;1.47
zodiaque ;astronomie;19;9.58;5;13;2.06;0.58;-1;3;1.31;1.95;-2;3;1.67
zoo;;22;4.91;3;7;1.28;0.50;-3;3;1.75;2.55;-2;3;1.30
